model,seeds,trainable_parameters,test_relative_rmse_2pi_mean,test_relative_rmse_2pi_std,heliocentric_to_latent_r2_mean,heliocentric_to_latent_r2_std,latent_to_heliocentric_r2_mean,latent_to_heliocentric_r2_std
reservoir,5,606,0.05769809044836758,0.0011052889170025744,0.9846809281421915,0.0013521592796455761,0.9864186901670386,0.0009767740782692924
scinet,5,21408,0.1782235817372116,0.005755039851092721,0.8564081306666036,0.06290460778087507,0.9135138811710608,0.03109147928776527
