model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_rmse_radians,validation_mars_rmse_radians,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_rmse_radians,test_mars_rmse_radians,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients
reservoir,0,cuda,606,15000,0.1012493446469307,15000,347.5043643536046,"[-0.005043998826295137, -0.010441361926496029]",0.09942569583654404,0.3153184038976222,0.05018448262815334,0.1488809585571289,0.4203401505947113,0.10097169876098633,0.3177604424106096,0.05057314512871605,0.14902742207050323,0.423950731754303,0.9866673297627312,"[0.9918503262652197, 0.9790568094535553]",0.954732061808417,"[0.9675600954594317, 0.9358958517934263]",0.9871522644581575,"[0.9962101592731779, 0.9778661508570591]",0.20388876484222443,0.6444897625929391,0.6658731943069212,"[-0.005043998826295137, -0.010441361926496029]","[-0.004946908406995363, -0.010296228588621762]",0.015286264890408937,0.9999977854945847,"[[-0.07464865615713868, -0.04612567208977185], [0.06323089075661104, -0.0740067159261531], [-0.17375126927160464, 0.25124551200933437]]"
