model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,final_latent_log_sigma_min,final_latent_log_sigma_mean,final_latent_log_sigma_max,final_latent_sigma_min,final_latent_sigma_mean,final_latent_sigma_max,final_latent_sigma_mean_per_dimension,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_rmse_radians,validation_mars_rmse_radians,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_rmse_radians,test_mars_rmse_radians,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients
scinet,0,cuda,21412,1107000,0.3579729497432709,1107000,2395.9381134877913,"[-1.5447207689285278, -0.49267569184303284]",-9.059453010559082,-5.9318037033081055,-3.313384771347046,0.00011628656648099422,0.004830440506339073,0.03639278560876846,"[0.007128474302589893, 0.0025324064772576094]",0.34052181243896484,0.583542468410796,0.09287366835162437,0.5660286545753479,0.6005457043647766,0.3202994465827942,0.5659500389458368,0.09007374624128062,0.5665768980979919,0.5653223991394043,0.29951551004233945,"[0.46628522686537466, 0.11701433745313161]",0.3349757820322943,"[0.48046285806907063, 0.17576484442570706]",0.27832687663898137,"[0.5350272764439472, 0.015158792861516335]",1.528094689508055,0.2979471016401396,0.2552701418228378,"[-1.5447207689285278, -0.49267569184303284]","[-0.014047517861761808, 0.003944075054185634]",110.2908714630158,0.83511085193785,"[[-0.10957222696434858, 0.04555316662158127], [-0.013184780332299473, -0.024132938674696063], [0.4112879931862478, -0.02973379789492863]]"
