model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_mse,validation_mars_mse,validation_sun_rmse_radians,validation_mars_rmse_radians,validation_mars_velocity_mse,validation_mars_curvature_mse,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_mse,test_mars_mse,test_sun_rmse_radians,test_mars_rmse_radians,test_mars_velocity_mse,test_mars_curvature_mse,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients,latent_depth_diagnostics
reservoir,0,cuda,406,15000,0.15032780170440674,15000,340.56243972401717,"[0.015724774450063705, -0.0020459042862057686]",0.14757905900478363,0.38416019966256737,0.061140994715467065,0.08887448161840439,0.20628362894058228,0.2981182342937184,0.45418457585059213,0.0012999625178053975,2.467044396325946e-05,0.14827197790145874,0.38506100542830707,0.061284362405850216,0.08805529773235321,0.20848867297172546,0.29674112915528444,0.456605598927264,0.0013205603463575244,2.503455471014604e-05,0.9811329603970685,"[0.9886151404554753, 0.9764253006318282]",0.9590090678717433,"[0.982159514565912, 0.9444432026294295]",0.9767602662411959,"[0.9919066633168961, 0.9612322472561486]",0.2742177574393737,0.7246471602298583,0.6547160223026208,"[0.015724774450063705, -0.0020459042862057686]","[0.015149121961985071, -0.0013784604998472339]",0.05794187836824205,0.9992536756033139,"[[0.1142750396319354, -0.07403466369853046], [0.021539905600145105, 0.11781249143479507], [-0.14475851280978466, -0.23746009834850937]]","[{'latent_index': 1, 'source_reservoir': 1, 'heliocentric_to_latent_r2': 0.9811329603970685, 'heliocentric_to_latent_r2_per_dimension': [0.9886151404554753, 0.9764253006318282], 'latent_to_heliocentric_r2': 0.9767602662411959, 'latent_to_heliocentric_r2_per_angle': [0.9919066633168961, 0.9612322472561486], 'latent_to_heliocentric_rmse_radians': 0.2742177574393737, 'geocentric_to_latent_r2': 0.9590090678717433, 'geocentric_to_latent_r2_per_dimension': [0.982159514565912, 0.9444432026294295], 'latent_to_geocentric_r2': 0.9445172916759835, 'latent_to_geocentric_r2_per_angle': [0.9919066633168961, 0.898557087905879], 'latent_to_geocentric_rmse_radians': 0.4296293310239723, 'test_branch_heliocentric_to_latent_r2': 0.7246471602298583, 'test_branch_latent_to_heliocentric_r2': 0.6547160223026208, 'test_branch_geocentric_to_latent_r2': 0.9583324748276963, 'test_branch_latent_to_geocentric_r2': 0.9470509917571093}]"
reservoir,1,cuda,406,15000,0.13562661409378052,15000,341.01711482400424,"[0.00872146338224411, -0.010450889356434345]",0.13269001245498657,0.36426640313784986,0.0579747986616939,0.0686306282877922,0.19674940407276154,0.2619744802223915,0.4435644305766204,0.001228867331519723,2.436787326587364e-05,0.13414634764194489,0.3662599454512394,0.0582920807751327,0.06917915493249893,0.19911356270313263,0.2630193052467802,0.4462214278843326,0.0012517583090811968,2.4808861780911684e-05,0.9861778283944719,"[0.9916954667235768, 0.9815167179954039]",0.9647141684865295,"[0.9868770987147004, 0.9459916879036802]",0.986237129070024,"[0.9913919086854177, 0.9813518027171151]",0.2162754292814625,0.6504698195271883,0.6443839414388415,"[0.00872146338224411, -0.010450889356434345]","[0.008486006462843847, -0.010312640208727188]",0.020444652707675162,0.999976189473502,"[[0.09042029623211031, -0.036993799207254145], [-0.037636470990367536, -0.09145048196596353], [0.06115547668703532, 0.30109833950017373]]","[{'latent_index': 1, 'source_reservoir': 1, 'heliocentric_to_latent_r2': 0.9861778283944719, 'heliocentric_to_latent_r2_per_dimension': [0.9916954667235768, 0.9815167179954039], 'latent_to_heliocentric_r2': 0.986237129070024, 'latent_to_heliocentric_r2_per_angle': [0.9913919086854177, 0.9813518027171151], 'latent_to_heliocentric_rmse_radians': 0.2162754292814625, 'geocentric_to_latent_r2': 0.9647141684865295, 'geocentric_to_latent_r2_per_dimension': [0.9868770987147004, 0.9459916879036802], 'latent_to_geocentric_r2': 0.9640818875425653, 'latent_to_geocentric_r2_per_angle': [0.9913919086854177, 0.9402133168149313], 'latent_to_geocentric_rmse_radians': 0.35687657135342976, 'test_branch_heliocentric_to_latent_r2': 0.6504698195271883, 'test_branch_latent_to_heliocentric_r2': 0.6443839414388415, 'test_branch_geocentric_to_latent_r2': 0.9615700877185116, 'test_branch_latent_to_geocentric_r2': 0.9625533135501722}]"
reservoir,2,cuda,406,15000,0.13981932401657104,15000,341.4735435289913,"[0.011350443586707115, 0.006844216492027044]",0.13719429075717926,0.37039747671545936,0.058950589328030566,0.07089070975780487,0.20349787175655365,0.2662530934239166,0.4511073838417563,0.0012117901351302862,1.807605985959526e-05,0.1385612040758133,0.37223810132200774,0.059243533832539316,0.07067704945802689,0.2064453810453415,0.265851555304886,0.4543626096471204,0.001230467576533556,1.856934977695346e-05,0.9814436671079179,"[0.9904422667998081, 0.9723111416180176]",0.9542285963376587,"[0.9900441256602207, 0.9178800259298264]",0.981090578253678,"[0.9887271607889602, 0.9740477800868356]",0.266637169490447,0.6634667913040432,0.6353561841703872,"[0.011350443586707115, 0.006844216492027044]","[0.01080585901153432, 0.006921047735249]",0.042858907426414815,0.9996343046879953,"[[0.09496205809869479, 0.009488152304749831], [-0.009949847230086052, 0.09024501433724173], [-0.03299604958316922, -0.3253832273234743]]","[{'latent_index': 1, 'source_reservoir': 1, 'heliocentric_to_latent_r2': 0.9814436671079179, 'heliocentric_to_latent_r2_per_dimension': [0.9904422667998081, 0.9723111416180176], 'latent_to_heliocentric_r2': 0.981090578253678, 'latent_to_heliocentric_r2_per_angle': [0.9887271607889602, 0.9740477800868356], 'latent_to_heliocentric_rmse_radians': 0.266637169490447, 'geocentric_to_latent_r2': 0.9542285963376587, 'geocentric_to_latent_r2_per_dimension': [0.9900441256602207, 0.9178800259298264], 'latent_to_geocentric_r2': 0.9524958233427668, 'latent_to_geocentric_r2_per_angle': [0.9887271607889602, 0.919304804443786], 'latent_to_geocentric_rmse_radians': 0.4233558591546728, 'test_branch_heliocentric_to_latent_r2': 0.6634667913040432, 'test_branch_latent_to_heliocentric_r2': 0.6353561841703872, 'test_branch_geocentric_to_latent_r2': 0.9488695646023375, 'test_branch_latent_to_geocentric_r2': 0.9483712247500702}]"
