model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_rmse_radians,validation_mars_rmse_radians,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_rmse_radians,test_mars_rmse_radians,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients
scinet,0,cuda,21408,1107000,0.30792319774627686,1107000,2445.4166037132964,0.2787993848323822,0.5280145687690655,0.08403612864413228,0.5355773568153381,0.5203418731689453,0.25649529695510864,0.5064536473904682,0.08060460142911278,0.5252417325973511,0.4869411885738373,0.41919212789042637,"[0.3811163347927352, 0.46784654069145937]",0.4943037850243299,"[0.45118438216185397, 0.5494030766194447]",0.4403066262151053,"[0.7069386735689467, 0.1669566476812928]",1.3457211663947979,0.38506323591824254,0.34481980664334666,"[0.04068080335855484, -2.2922229766845703]","[0.007894737270941843, -0.014515706469971664]",137.8591620863816,0.8868177632455756,"[[0.08974710781526564, -0.08953126406938176], [-0.045604742524466974, -0.05821744706320175], [-0.13118089323808751, 0.45215910944012644]]"
