model,seeds,trainable_parameters,test_relative_rmse_2pi_mean,test_relative_rmse_2pi_std,heliocentric_to_latent_r2_mean,heliocentric_to_latent_r2_std,latent_to_heliocentric_r2_mean,latent_to_heliocentric_r2_std
scinet,1,21408,0.08060460142911278,0.0,0.41919212789042637,0.0,0.4403066262151053,0.0
