model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_rmse_radians,validation_mars_rmse_radians,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_rmse_radians,test_mars_rmse_radians,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients
reservoir,0,cuda,606,15000,0.12391060590744019,15000,297.8785673417151,"[-0.008216006681323051, -0.01726217195391655]",0.12134135514497757,0.34834086057334357,0.05544016984113235,0.1858489066362381,0.45622679591178894,0.12277300655841827,0.3503897923148137,0.0557662674558452,0.1863223910331726,0.45916226506233215,0.9861838884688556,"[0.995293146234542, 0.9782702397270577]",0.9601755636319792,"[0.980123083428289, 0.9428461966969066]",0.9877786471359764,"[0.9963210463167106, 0.9790210173815793]",0.19885643184983193,0.629549233511872,0.6703639920204169,"[-0.008216006681323051, -0.01726217195391655]","[-0.008025690101825744, -0.016990679652183226]",0.01764450064863977,0.999995640607649,"[[-0.10361375557643712, -0.07539334961291361], [0.06965824549162038, -0.12348465957359037], [-0.15230313200404638, 0.4149796900074447]]"
