model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,readout_ridge_alpha,readout_ridge_validation_mse,readout_ridge_train_rows,readout_ridge_validation_rows,readout_ridge_fit_seconds,final_latent_delta,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_mse,validation_mars_mse,validation_sun_rmse_radians,validation_mars_rmse_radians,validation_mars_velocity_mse,validation_mars_curvature_mse,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_mse,test_mars_mse,test_sun_rmse_radians,test_mars_rmse_radians,test_mars_velocity_mse,test_mars_curvature_mse,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients,latent_depth_diagnostics
reservoir,0,cuda,610,15000,0.08786531537771225,15000,288.25343755295034,1e-08,0.024233840404894205,4750000,250000,3.0196069920202717,"[-0.004617519676685333, -0.005642369855195284]",0.024233855307102203,0.15567226890844177,0.024776011099109277,0.007640287280082703,0.040827427059412,0.08740873686355788,0.20205797944998857,0.00044258323032408953,1.387847623846028e-05,0.024058643728494644,0.15510849018830222,0.024686282928989046,0.007161615416407585,0.04095568135380745,0.08462632815151314,0.2023751006270471,0.0004503602394834161,1.4171765542414505e-05,0.9537632100459907,"[0.977066427906481, 0.9178177737776767]",0.9016949905914644,"[0.9435324313577612, 0.837160340418174]",0.9584331903228696,"[0.995622219712252, 0.9203071614195077]",0.36673583392855197,0.6056812962980253,0.6501517261691262,"[-0.004617519676685333, -0.005642369855195284]","[-0.004641337268707899, -0.005363004643722159]",0.039531604751374794,0.999620594734671,"[[-0.06346555040402346, -0.010354325703530311], [0.04695562155049938, -0.06427897156990738], [-0.02381864865529635, 0.24019874902212135]]","[{'latent_index': 1, 'source_reservoir': 1, 'heliocentric_to_latent_r2': 0.9537632100459907, 'heliocentric_to_latent_r2_per_dimension': [0.977066427906481, 0.9178177737776767], 'latent_to_heliocentric_r2': 0.9584331903228696, 'latent_to_heliocentric_r2_per_angle': [0.995622219712252, 0.9203071614195077], 'latent_to_heliocentric_rmse_radians': 0.36673583392855197, 'geocentric_to_latent_r2': 0.9016949905914644, 'geocentric_to_latent_r2_per_dimension': [0.9435324313577612, 0.837160340418174], 'latent_to_geocentric_r2': 0.9151671240625596, 'latent_to_geocentric_r2_per_angle': [0.995622219712252, 0.8371383918307367], 'latent_to_geocentric_rmse_radians': 0.5312478582093805, 'test_branch_heliocentric_to_latent_r2': 0.6056812962980253, 'test_branch_latent_to_heliocentric_r2': 0.6501517261691262, 'test_branch_geocentric_to_latent_r2': 0.8984912230723366, 'test_branch_latent_to_geocentric_r2': 0.9135515720270447}]"
