model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,final_intermediate_residual_alphas,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_mse,validation_mars_mse,validation_sun_rmse_radians,validation_mars_rmse_radians,validation_mars_velocity_mse,validation_mars_curvature_mse,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_mse,test_mars_mse,test_sun_rmse_radians,test_mars_rmse_radians,test_mars_velocity_mse,test_mars_curvature_mse,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients,latent_depth_diagnostics
reservoir,0,cuda,1515,15000,0.05899990722537041,15000,1456.1963263680227,"[0.00548962177708745, -0.010658378712832928]","[0.028522534295916557, -0.026700694113969803, -0.03350435942411423]",0.05841783434152603,0.24169781617037012,0.03846740217803064,0.014196611009538174,0.10263905674219131,0.1191495321414993,0.3203733084109713,0.0009583146311342716,3.137490421067923e-05,0.05921600013971329,0.24334337907515233,0.03872930164849538,0.014310277998447418,0.10412172228097916,0.11962557418231028,0.3226789771289403,0.0009778337553143501,3.200722494511865e-05,0.9813615163852205,"[0.9850367143384705, 0.9741529549369573]",0.9617190375350524,"[0.966330678818258, 0.9526737305479488]",0.9731945631689441,"[0.9929556872290306, 0.9529355463091679]",0.29450416774928206,0.7704898223954413,0.6592120308477436,"[0.00548962177708745, -0.010658378712832928]","[0.005501764249885832, -0.0105908173985335]",0.005751660015757203,0.9999939161104269,"[[0.07850494850239792, -0.06665148863296691], [-0.06182241001345842, -0.0399756576807148], [0.1705712040015125, 0.15790487186088636]]","[{'latent_index': 1, 'source_reservoir': 1, 'heliocentric_to_latent_r2': 0.9813615163852205, 'heliocentric_to_latent_r2_per_dimension': [0.9850367143384705, 0.9741529549369573], 'latent_to_heliocentric_r2': 0.9731945631689441, 'latent_to_heliocentric_r2_per_angle': [0.9929556872290306, 0.9529355463091679], 'latent_to_heliocentric_rmse_radians': 0.29450416774928206, 'geocentric_to_latent_r2': 0.9617190375350524, 'geocentric_to_latent_r2_per_dimension': [0.966330678818258, 0.9526737305479488], 'latent_to_geocentric_r2': 0.94168778248133, 'latent_to_geocentric_r2_per_angle': [0.9929556872290306, 0.8919660143404673], 'latent_to_geocentric_rmse_radians': 0.44044823663078747, 'test_branch_heliocentric_to_latent_r2': 0.7704898223954413, 'test_branch_latent_to_heliocentric_r2': 0.6592120308477436, 'test_branch_geocentric_to_latent_r2': 0.9628478796753713, 'test_branch_latent_to_geocentric_r2': 0.9469095410741318}, {'latent_index': 2, 'source_reservoir': 2, 'heliocentric_to_latent_r2': 0.986469166699091, 'heliocentric_to_latent_r2_per_dimension': [0.9884769474497312, 0.983186521605819], 'latent_to_heliocentric_r2': 0.980277209091467, 'latent_to_heliocentric_r2_per_angle': [0.9936296772256535, 0.9665883180270547], 'latent_to_heliocentric_rmse_radians': 0.25261793804581806, 'geocentric_to_latent_r2': 0.9756621992515694, 'geocentric_to_latent_r2_per_dimension': [0.9771437203873428, 0.9732399700624507], 'latent_to_geocentric_r2': 0.9613198873326518, 'latent_to_geocentric_r2_per_angle': [0.9936296772256535, 0.9299844955383955], 'latent_to_geocentric_rmse_radians': 0.3587227846216226, 'test_branch_heliocentric_to_latent_r2': 0.7990514090221803, 'test_branch_latent_to_heliocentric_r2': 0.666269683959218, 'test_branch_geocentric_to_latent_r2': 0.9787380558902196, 'test_branch_latent_to_geocentric_r2': 0.9669247587974016}, {'latent_index': 3, 'source_reservoir': 3, 'heliocentric_to_latent_r2': 0.9851846395901531, 'heliocentric_to_latent_r2_per_dimension': [0.9870812561556299, 0.982637951127155], 'latent_to_heliocentric_r2': 0.976590070846085, 'latent_to_heliocentric_r2_per_angle': [0.9929576697319937, 0.9598100810583198], 'latent_to_heliocentric_rmse_radians': 0.275220037927698, 'geocentric_to_latent_r2': 0.9797083722741633, 'geocentric_to_latent_r2_per_dimension': [0.9791287021458442, 0.9804867263468875], 'latent_to_geocentric_r2': 0.9663755360744998, 'latent_to_geocentric_r2_per_angle': [0.9929576697319937, 0.9405950659555875], 'latent_to_geocentric_rmse_radians': 0.3344589188254061, 'test_branch_heliocentric_to_latent_r2': 0.8201207405750063, 'test_branch_latent_to_heliocentric_r2': 0.6619504153261343, 'test_branch_geocentric_to_latent_r2': 0.9826379456878869, 'test_branch_latent_to_geocentric_r2': 0.9708346194445039}, {'latent_index': 4, 'source_reservoir': 4, 'heliocentric_to_latent_r2': 0.9816602131522163, 'heliocentric_to_latent_r2_per_dimension': [0.9802087306546216, 0.9840986735286741], 'latent_to_heliocentric_r2': 0.9739294476565558, 'latent_to_heliocentric_r2_per_angle': [0.9905192106388002, 0.9569216964051799], 'latent_to_heliocentric_rmse_radians': 0.29043912312582276, 'geocentric_to_latent_r2': 0.9729506381916887, 'geocentric_to_latent_r2_per_dimension': [0.9659639362853407, 0.9846881588824246], 'latent_to_geocentric_r2': 0.9620678416045495, 'latent_to_geocentric_r2_per_angle': [0.9905192106388002, 0.9344745084778512], 'latent_to_geocentric_rmse_radians': 0.35523755696028436, 'test_branch_heliocentric_to_latent_r2': 0.7900983895530789, 'test_branch_latent_to_heliocentric_r2': 0.6551768620113536, 'test_branch_geocentric_to_latent_r2': 0.9754777443489127, 'test_branch_latent_to_geocentric_r2': 0.9651036932910847}]"
