model,seed,device,trainable_parameters,optimization_steps,best_validation_mse,best_validation_step,training_seconds,final_latent_delta,validation_mse,validation_rmse_radians,validation_relative_rmse_2pi,validation_sun_rmse_radians,validation_mars_rmse_radians,test_mse,test_rmse_radians,test_relative_rmse_2pi,test_sun_rmse_radians,test_mars_rmse_radians,heliocentric_to_latent_r2,heliocentric_to_latent_r2_per_dimension,geocentric_to_latent_r2,geocentric_to_latent_r2_per_dimension,latent_to_heliocentric_r2,latent_to_heliocentric_r2_per_angle,latent_to_heliocentric_rmse_radians,test_branch_heliocentric_to_latent_r2,test_branch_latent_to_heliocentric_r2,learned_latent_delta,heliocentric_fit_expected_delta,latent_delta_relative_error,latent_delta_cosine_similarity,heliocentric_fit_coefficients
reservoir,0,cuda,606,15000,0.10132011771202087,15000,378.1548217693344,"[-0.004970343317836523, -0.010454119183123112]",0.09949878603219986,0.3154342816375542,0.05020292514325783,0.1486508995294571,0.4205954074859619,0.10103439539670944,0.3178590810354636,0.05058884395344136,0.14880171418190002,0.4241778552532196,0.9866032801658756,"[0.9917505955390921, 0.9790761595247574]",0.9546251206992892,"[0.9672316822117356, 0.9361900536786824]",0.9871122651066057,"[0.9962076219802591, 0.9777877455680815]",0.20420590557776705,0.6438693584671986,0.6657542251028787,"[-0.004970343317836523, -0.010454119183123112]","[-0.004878515106257846, -0.010304984697535402]",0.015361103931425401,0.9999986179879198,"[[-0.07407755297780796, -0.04641398143907301], [0.06322426318711909, -0.07360084422504358], [-0.17333871334490897, 0.2499662576707727]]"
