model,seeds,trainable_parameters,test_relative_rmse_2pi_mean,test_relative_rmse_2pi_std,heliocentric_to_latent_r2_mean,heliocentric_to_latent_r2_std,latent_to_heliocentric_r2_mean,latent_to_heliocentric_r2_std
reservoir,1,3030,0.028957832630963236,0.0,0.9915415437445017,0.0,0.9919308994267977,0.0
